customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,Unnamed: 11,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month_x,preferred_shopping_platform_x,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit_x,engagement_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score,social_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate,purchase_id,preferred_shopping_platform_y,sports_equipment_spending_per_month_y,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit_y
CUST0764,43,Male,Indore,Madhya Pradesh,Tier 2,Business,42834,7.8,Rajasthan Royals,Pat Cummins,7,JioHotstar,No,396,Flipkart,30,Mobile,49.59,No,ENG000764,League Match,110,30,Banner Ad,0.08,4.8,56,53,51,Laptop,No,Low,51.6,SOC000764,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR000764,Local Store,1070,1,1320,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0765,17,Male,Hyderabad,Telangana,Tier 1,Student,8016,7.25,Punjab Kings,Shubman Gill,6,JioHotstar,No,766,Amazon,32,Mobile,71.16,No,ENG000765,Playoffs,207,69,Video Ad,0.26,17.6,89,91,88,Smart TV,Yes,High,91.9,SOC000765,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29,PUR000765,Amazon,4320,6,5620,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0766,37,Male,Ranchi,Jharkhand,Tier 3,Athlete,27752,4.79,Chennai Super Kings,Virat Kohli,2,JioHotstar,Yes,1271,Amazon,19,Mobile,27.64,No,ENG000766,Rivalry Match,195,66,Short Reel,0.31,20.4,93,96,92,Mobile,Yes,High,95.7,SOC000766,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR000766,Brand Website,6320,9,8220,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0767,15,Male,Delhi,Delhi,Tier 1,Student,13966,8.82,Gujarat Titans,Hardik Pandya,5,TV,Yes,1192,Amazon,39,Smart TV,86.78,Yes,ENG000767,League Match,138,38,Influencer Promotion,0.14,7.4,63,64,61,Laptop,No,Medium,62.4,SOC000767,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24,PUR000767,Flipkart,2410,3,3110,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0768,31,Male,Kochi,Kerala,Tier 2,Athlete,27339,8.75,Punjab Kings,Jos Buttler,5,JioHotstar,No,2029,Flipkart,38,Mobile,63.27,No,ENG000768,League Match,115,33,Banner Ad,0.1,5.5,58,56,54,Smart TV,No,Low,55.1,SOC000768,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11,PUR000768,Amazon,3660,5,4860,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0769,30,Female,Bhopal,Madhya Pradesh,Tier 2,Business,62372,2.73,Kolkata Knight Riders,MS Dhoni,2,TV,Yes,414,Amazon,15,Smart TV,35.02,No,ENG000769,Finals,231,76,Short Reel,0.33,23.9,96,97,95,Mobile,Yes,High,98.2,SOC000769,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.3,PUR000769,Local Store,1280,1,1580,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0770,34,Male,Kolkata,West Bengal,Tier 1,Working Professional,51139,6.11,Delhi Capitals,AB de Villiers,2,JioHotstar,No,968,Local Store,32,Mobile,59.54,Yes,ENG000770,Rivalry Match,176,57,Video Ad,0.21,13.1,85,87,83,Laptop,Yes,Medium,84.5,SOC000770,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03,PUR000770,Brand Website,5880,8,7680,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0771,31,Male,Kochi,Kerala,Tier 2,Working Professional,31197,4.6,Delhi Capitals,Virat Kohli,1,TV,No,577,Amazon,18,Laptop,37.84,No,ENG000771,League Match,148,44,Influencer Promotion,0.16,9.3,68,70,67,Mobile,Yes,Medium,69.3,SOC000771,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR000771,Amazon,3290,4,4390,Shoes,4,Medium,0.25,UPI,Medium,Yes
CUST0772,38,Male,Patna,Bihar,Tier 2,Business,20000,4.88,Lucknow Super Giants,Shubman Gill,0,TV,No,403,Brand Website,19,Laptop,21.31,No,ENG000772,League Match,118,34,Banner Ad,0.1,5.8,59,57,55,Smart TV,No,Low,55.7,SOC000772,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR000772,Flipkart,1840,2,2340,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0773,17,Male,Raipur,Chhattisgarh,Tier 3,Student,7954,6.87,Lucknow Super Giants,Jos Buttler,5,TV,No,1330,Amazon,24,Mobile,,No,ENG000773,Playoffs,220,73,Short Reel,0.31,21.5,94,95,93,Mobile,Yes,High,96.8,SOC000773,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.3,PUR000773,Brand Website,7290,10,9490,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0774,52,Female,Meerut,Uttar Pradesh,Tier 3,Coach,49775,8.91,Gujarat Titans,KL Rahul,5,TV,Yes,2471,Local Store,38,Mobile,62.16,No,ENG000774,League Match,97,24,Banner Ad,0.05,3.6,46,45,43,Laptop,No,Low,44.5,SOC000774,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08,PUR000774,Local Store,1110,1,1410,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0775,40,Male,Patna,Bihar,Tier 2,Athlete,26662,7.51,Royal Challengers Bengaluru,Rishabh Pant,5,TV,No,1588,Flipkart,35,Smart TV,62.24,Yes,ENG000775,Finals,240,78,Short Reel,0.35,25.8,99,98,97,Mobile,Yes,High,99.7,SOC000775,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28,PUR000775,Amazon,4510,6,5810,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0776,37,Female,Hyderabad,Telangana,Tier 1,Coach,51550,7.01,Sunrisers Hyderabad,Rohit Sharma,7,TV,Yes,3873,Amazon,26,Laptop,70.61,Yes,ENG000776,Rivalry Match,185,61,Video Ad,0.23,14.5,87,89,85,Smart TV,Yes,Medium,87.5,SOC000776,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR000776,Brand Website,6570,9,8470,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0777,15,Male,Nagpur,Maharashtra,Tier 2,Working Professional,39505,8.75,Sunrisers Hyderabad,,5,TV,Yes,967,Amazon,44,Smart TV,73.03,No,ENG000777,League Match,137,38,Influencer Promotion,0.13,7.2,62,64,61,Laptop,No,Medium,62.0,SOC000777,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22,PUR000777,Flipkart,2270,3,2970,Gloves,3,High,0.42,Debit Card,Medium,No
CUST0778,42,Female,Jaipur,Rajasthan,Tier 2,Business,80950,8.15,Punjab Kings,MS Dhoni,5,TV,Yes,1137,Flipkart,46,Mobile,79.92,Yes,ENG000778,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.6,SOC000778,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR000778,Amazon,3870,5,5070,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0779,25,Male,Varanasi,Uttar Pradesh,Tier 3,Student,7009,8.78,Lucknow Super Giants,David Warner,7,YouTube Highlights,Yes,1868,Local Store,44,Mobile,72.3,No,ENG000779,Playoffs,214,71,Short Reel,0.29,19.7,91,94,90,Mobile,Yes,High,94.7,SOC000779,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29,PUR000779,Local Store,1390,1,1690,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST0780,29,Male,Mumbai,Maharashtra,Tier 1,Working Professional,32087,7.26,Kolkata Knight Riders,David Warner,4,TV,Yes,1537,Local Store,30,Laptop,53.35,No,ENG000780,League Match,104,27,Banner Ad,0.07,4.3,52,50,48,Laptop,No,Low,48.4,SOC000780,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09,PUR000780,Brand Website,5720,8,7520,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0781,19,Male,Delhi,Delhi,Tier 1,Coach,33465,6.73,Kolkata Knight Riders,Ravindra Jadeja,5,TV,Yes,3179,Flipkart,26,Mobile,56.39,No,ENG000781,Rivalry Match,189,63,Video Ad,0.24,15.0,88,90,86,Smart TV,Yes,High,90.1,SOC000781,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26,PUR000781,Amazon,3450,5,4550,Bats,4,Medium,0.24,UPI,Medium,Yes
CUST0782,18,Male,Coimbatore,Tamil Nadu,Tier 2,Student,4976,8.34,Kolkata Knight Riders,AB de Villiers,7,YouTube Highlights,Yes,624,Flipkart,33,Laptop,65.16,No,ENG000782,League Match,144,42,Influencer Promotion,0.15,8.8,67,68,65,Mobile,Yes,Medium,67.5,SOC000782,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12,PUR000782,Flipkart,1910,2,2410,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0783,15,Female,Vadodara,Gujarat,Tier 2,Student,8109,8.22,Punjab Kings,Suryakumar Yadav,6,YouTube Highlights,Yes,1581,Local Store,43,Laptop,72.62,No,ENG000783,Finals,236,77,Short Reel,0.34,25.0,98,97,96,Mobile,Yes,High,99.0,SOC000783,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.3,PUR000783,Brand Website,6950,10,9150,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0784,26,Male,Vadodara,Gujarat,Tier 2,Business,61582,3.99,Royal Challengers Bengaluru,Ravindra Jadeja,3,JioHotstar,Yes,670,Flipkart,20,Mobile,16.55,No,ENG000784,League Match,110,30,Banner Ad,0.08,4.8,56,53,51,Laptop,No,Low,51.6,SOC000784,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04,PUR000784,Local Store,1080,1,1330,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0785,42,Female,Tiruchirappalli,Tamil Nadu,Tier 3,Working Professional,42061,6.49,Chennai Super Kings,Shubman Gill,3,TV,No,469,Brand Website,21,Laptop,58.67,Yes,ENG000785,Playoffs,207,69,Video Ad,0.26,17.6,89,91,88,Smart TV,Yes,High,91.9,SOC000785,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29,PUR000785,Amazon,4330,6,5630,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0786,25,Female,Pune,Maharashtra,Tier 1,Athlete,23545,6.55,Punjab Kings,Rohit Sharma,6,TV,Yes,2644,Local Store,32,Mobile,62.54,No,ENG000786,Rivalry Match,195,66,Short Reel,0.31,20.4,93,96,92,Mobile,Yes,High,95.7,SOC000786,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09,PUR000786,Brand Website,6330,9,8230,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0787,32,Female,Hyderabad,Telangana,Tier 1,Coach,25826,8.42,Rajasthan Royals,Pat Cummins,6,YouTube Highlights,Yes,3128,Amazon,43,Laptop,69.57,Yes,ENG000787,League Match,138,38,Influencer Promotion,0.14,7.4,63,64,61,Laptop,No,Medium,62.4,SOC000787,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23,PUR000787,Flipkart,2420,3,3120,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0788,37,Female,Mumbai,Maharashtra,Tier 1,Business,144817,7.18,Punjab Kings,Pat Cummins,4,TV,No,254,Flipkart,31,Laptop,77.98,No,ENG000788,League Match,115,33,Banner Ad,0.1,5.5,58,56,54,Smart TV,No,Low,55.1,SOC000788,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.1,PUR000788,Amazon,3670,5,4870,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0789,42,Male,Kochi,Kerala,Tier 2,Business,68986,8.58,Rajasthan Royals,KL Rahul,5,JioHotstar,Yes,1560,Amazon,41,Mobile,68.2,No,ENG000789,Finals,231,76,Short Reel,0.33,23.9,96,97,95,Mobile,Yes,High,98.2,SOC000789,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.3,PUR000789,Local Store,1290,1,1590,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0790,35,Male,Chandigarh,Punjab,Tier 2,Working Professional,37560,8.37,Punjab Kings,KL Rahul,5,JioHotstar,Yes,333,Flipkart,45,Mobile,66.01,Yes,ENG000790,Rivalry Match,176,57,Video Ad,0.21,13.1,85,87,83,Laptop,Yes,Medium,84.5,SOC000790,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03,PUR000790,Brand Website,5890,8,7690,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0791,40,Male,Kolkata,West Bengal,Tier 1,Working Professional,78220,8.07,Kolkata Knight Riders,Suryakumar Yadav,5,TV,No,1686,Amazon,31,Smart TV,,No,ENG000791,League Match,148,44,Influencer Promotion,0.16,9.3,68,70,67,Mobile,Yes,Medium,69.3,SOC000791,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27,PUR000791,Amazon,3300,4,4400,Shoes,4,Medium,0.25,UPI,Medium,Yes
CUST0792,26,Female,Chennai,Tamil Nadu,Tier 1,Working Professional,26700,8.23,Lucknow Super Giants,Shubman Gill,7,TV,No,363,Local Store,36,Mobile,56.49,Yes,ENG000792,League Match,118,34,Banner Ad,0.1,5.8,59,57,55,Smart TV,No,Low,55.7,SOC000792,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14,PUR000792,Flipkart,1850,2,2350,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0793,26,Male,Bengaluru,Karnataka,Tier 1,Coach,31550,5.9,Chennai Super Kings,Jasprit Bumrah,5,TV,No,1157,Amazon,21,Mobile,35.06,Yes,ENG000793,Playoffs,220,73,Short Reel,0.31,21.5,94,95,93,Mobile,Yes,High,96.8,SOC000793,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.3,PUR000793,Brand Website,7300,10,9500,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0794,30,Male,Hyderabad,Telangana,Tier 1,Athlete,29075,9.27,Mumbai Indians,Shubman Gill,5,TV,Yes,3107,Flipkart,38,Mobile,78.31,Yes,ENG000794,League Match,97,24,Banner Ad,0.05,3.6,46,45,43,Laptop,No,Low,44.5,SOC000794,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07,PUR000794,Local Store,1120,1,1420,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0795,32,Male,Pune,Maharashtra,Tier 1,Athlete,37413,5.58,Kolkata Knight Riders,Pat Cummins,4,TV,Yes,2053,Flipkart,26,Mobile,45.76,No,ENG000795,Finals,240,78,Short Reel,0.35,25.8,99,98,97,Mobile,Yes,High,99.7,SOC000795,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29,PUR000795,Amazon,4520,6,5820,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0796,42,Male,Indore,Madhya Pradesh,Tier 2,Student,10827,8.68,Chennai Super Kings,Rishabh Pant,4,JioHotstar,No,1834,Amazon,29,Mobile,50.26,Yes,ENG000796,Rivalry Match,185,61,Video Ad,0.23,14.5,87,89,85,Smart TV,Yes,Medium,87.5,SOC000796,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR000796,Brand Website,6580,9,8480,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0797,37,Male,Nagpur,Maharashtra,Tier 2,Coach,32682,8.71,Kolkata Knight Riders,Yuzvendra Chahal,4,TV,Yes,1602,Local Store,45,Mobile,61.58,Yes,ENG000797,League Match,137,38,Influencer Promotion,0.13,7.2,62,64,61,Laptop,No,Medium,62.0,SOC000797,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22,PUR000797,Flipkart,2280,3,2980,Gloves,3,High,0.42,Debit Card,Medium,No
CUST0798,33,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,17194,7.88,Sunrisers Hyderabad,Jasprit Bumrah,6,TV,Yes,1037,Amazon,30,Smart TV,73.9,No,ENG000798,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.6,SOC000798,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05,PUR000798,Amazon,3880,5,5080,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0799,35,Female,Tiruchirappalli,Tamil Nadu,Tier 3,Business,61848,9.76,Kolkata Knight Riders,Virat Kohli,7,TV,Yes,1876,Local Store,45,Laptop,70.72,Yes,ENG000799,Playoffs,214,71,Short Reel,0.29,19.7,91,94,90,Mobile,Yes,High,94.7,SOC000799,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.3,PUR000799,Local Store,1400,1,1700,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST0800,16,Male,Vadodara,Gujarat,Tier 2,Student,9867,8.22,Mumbai Indians,KL Rahul,6,JioHotstar,Yes,1631,Local Store,36,Mobile,60.8,No,ENG000800,League Match,104,27,Banner Ad,0.07,4.3,52,50,48,Laptop,No,Low,48.4,SOC000800,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08,PUR000800,Brand Website,5730,8,7530,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0801,29,Female,Hyderabad,Telangana,Tier 1,Working Professional,52959,8.04,Gujarat Titans,Virat Kohli,7,JioHotstar,No,1474,Amazon,31,Laptop,65.15,Yes,ENG000801,Rivalry Match,187,63,Short Reel,0.3,19.1,92,95,90,Mobile,Yes,High,94.4,SOC000801,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25,PUR000801,Amazon,3460,5,4560,Bats,4,Medium,0.24,UPI,Medium,Yes
CUST0802,38,Male,Chennai,Tamil Nadu,Tier 1,Coach,22598,8.05,Gujarat Titans,Shubman Gill,5,JioHotstar,No,1665,Local Store,28,Smart TV,59.36,Yes,ENG000802,League Match,128,40,Video Ad,0.15,8.5,67,64,60,Laptop,No,Medium,65.2,SOC000802,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR000802,Flipkart,1920,2,2420,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0803,30,Male,Delhi,Delhi,Tier 1,Working Professional,41769,9.06,Sunrisers Hyderabad,Virat Kohli,6,JioHotstar,Yes,1488,Amazon,50,Laptop,61.19,Yes,ENG000803,Playoffs,215,74,Influencer Promotion,0.33,22.1,95,94,92,Mobile,Yes,High,97.4,SOC000803,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.3,PUR000803,Brand Website,6960,10,9160,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0804,32,Male,Kolkata,West Bengal,Tier 1,Athlete,23544,7.17,Chennai Super Kings,MS Dhoni,6,TV,Yes,1803,Local Store,26,Mobile,43.7,No,ENG000804,League Match,101,28,Banner Ad,0.07,4.6,54,51,48,Smart TV,No,Low,49.7,SOC000804,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR000804,Local Store,1090,1,1340,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0805,33,Male,Kolkata,West Bengal,Tier 1,Business,44999,8.43,Rajasthan Royals,Suryakumar Yadav,3,TV,No,1247,Flipkart,31,Mobile,80.91,No,ENG000805,Finals,242,79,Short Reel,0.35,25.1,99,98,96,Mobile,Yes,High,99.1,SOC000805,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29,PUR000805,Amazon,4340,6,5640,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0806,42,Male,Bhopal,Madhya Pradesh,Tier 2,Business,91581,8.84,Gujarat Titans,Suryakumar Yadav,6,JioHotstar,Yes,2342,Flipkart,32,Mobile,56.34,Yes,ENG000806,League Match,148,44,Video Ad,0.17,10.1,71,72,69,Laptop,No,Medium,69.9,SOC000806,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR000806,Brand Website,6340,9,8240,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0807,33,Female,Chennai,Tamil Nadu,Tier 1,Working Professional,54839,9.12,Sunrisers Hyderabad,Ravindra Jadeja,6,JioHotstar,Yes,1291,Amazon,38,Laptop,90.34,Yes,ENG000807,Rivalry Match,197,66,Short Reel,0.32,20.6,94,97,91,Mobile,Yes,High,95.8,SOC000807,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24,PUR000807,Flipkart,2430,3,3130,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0808,38,Male,Pune,Maharashtra,Tier 1,Business,56384,9.55,Sunrisers Hyderabad,Suryakumar Yadav,6,TV,No,730,Amazon,44,Laptop,69.01,Yes,ENG000808,League Match,169,43,Video Ad,0.14,8.3,65,61,63,Smart TV,No,Low,61.9,SOC000808,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11,PUR000808,Amazon,3680,5,4880,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0809,29,Male,Vadodara,Gujarat,Tier 2,Athlete,39542,8.18,Delhi Capitals,Jos Buttler,4,TV,Yes,1262,Flipkart,34,Mobile,60.69,No,ENG000809,Playoffs,205,69,Influencer Promotion,0.29,19.0,90,93,88,Mobile,Yes,High,92.9,SOC000809,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.3,PUR000809,Local Store,1300,1,1600,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0810,39,Male,Surat,Gujarat,Tier 2,Working Professional,39347,7.68,Chennai Super Kings,Shubman Gill,6,TV,No,772,Local Store,25,Mobile,61.94,No,ENG000810,League Match,92,23,Banner Ad,0.05,3.3,46,48,44,Laptop,No,Low,44.7,SOC000810,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03,PUR000810,Brand Website,5900,8,7700,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0811,47,Male,Nagpur,Maharashtra,Tier 2,Business,70111,9.04,Gujarat Titans,Rishabh Pant,7,YouTube Highlights,Yes,1261,Flipkart,37,Mobile,62.54,Yes,ENG000811,Rivalry Match,179,58,Short Reel,0.28,16.9,88,92,86,Mobile,Yes,High,90.8,SOC000811,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR000811,Amazon,3310,4,4410,Shoes,4,Medium,0.25,UPI,Medium,Yes
CUST0812,24,Male,Hyderabad,Telangana,Tier 1,Working Professional,78658,8.02,Royal Challengers Bengaluru,Rohit Sharma,6,TV,Yes,794,Local Store,38,Smart TV,67.83,Yes,ENG000812,League Match,136,39,Video Ad,0.12,7.2,63,59,61,Smart TV,No,Medium,59.7,SOC000812,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR000812,Flipkart,1860,2,2360,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0813,23,Male,Nagpur,Maharashtra,Tier 2,Working Professional,39471,6.99,Sunrisers Hyderabad,Virat Kohli,0,JioHotstar,Yes,913,Flipkart,28,Smart TV,70.9,Yes,ENG000813,Playoffs,224,76,Influencer Promotion,0.34,23.4,97,95,94,Mobile,Yes,High,98.3,SOC000813,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.3,PUR000813,Brand Website,7310,10,9510,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0814,30,Male,Ahmedabad,Gujarat,Tier 1,Working Professional,66045,5.63,Chennai Super Kings,Jasprit Bumrah,2,YouTube Highlights,No,597,Amazon,36,Mobile,55.85,Yes,ENG000814,League Match,108,30,Banner Ad,0.08,5.1,57,54,51,Laptop,No,Low,51.4,SOC000814,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08,PUR000814,Local Store,1130,1,1430,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0815,51,Female,Pune,Maharashtra,Tier 1,Coach,52986,8.98,Gujarat Titans,Suryakumar Yadav,6,JioHotstar,No,3461,Flipkart,31,Mobile,68.53,Yes,ENG000815,Finals,235,79,Short Reel,0.35,26.1,99,98,97,Mobile,Yes,High,99.6,SOC000815,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28,PUR000815,Amazon,4530,6,5830,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0816,36,Male,Vadodara,Gujarat,Tier 2,Working Professional,57708,7.15,Lucknow Super Giants,Ravindra Jadeja,2,TV,Yes,1110,Local Store,31,Laptop,56.13,No,ENG000816,Rivalry Match,188,64,Video Ad,0.2,11.9,86,89,85,Laptop,Yes,Medium,86.7,SOC000816,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR000816,Brand Website,6590,9,8490,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0817,24,Male,Varanasi,Uttar Pradesh,Tier 3,Working Professional,29837,9.3,Sunrisers Hyderabad,AB de Villiers,5,JioHotstar,Yes,249,Brand Website,36,Mobile,73.68,No,ENG000817,League Match,147,42,Influencer Promotion,0.15,9.2,68,69,65,Mobile,Yes,Medium,68.1,SOC000817,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22,PUR000817,Flipkart,2290,3,2990,Gloves,3,High,0.42,Debit Card,Medium,No
CUST0818,31,Female,Pune,Maharashtra,Tier 1,Working Professional,73960,9.01,Rajasthan Royals,Jos Buttler,5,JioHotstar,Yes,1709,Flipkart,45,Laptop,83.49,No,ENG000818,League Match,116,33,Banner Ad,0.09,5.6,58,56,54,Smart TV,No,Low,54.8,SOC000818,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR000818,Amazon,3890,5,5090,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0819,25,Female,Vadodara,Gujarat,Tier 2,Working Professional,15390,6.49,Sunrisers Hyderabad,Jos Buttler,4,TV,No,931,Flipkart,18,Mobile,35.43,No,ENG000819,Playoffs,218,73,Short Reel,0.3,20.8,94,96,92,Mobile,Yes,High,96.1,SOC000819,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29,PUR000819,Local Store,1410,1,1710,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST0820,23,Male,Indore,Madhya Pradesh,Tier 2,Business,59854,8.89,Kolkata Knight Riders,Shubman Gill,7,YouTube Highlights,Yes,1814,Brand Website,38,Mobile,78.66,Yes,ENG000820,League Match,99,24,Banner Ad,0.06,4.0,49,47,45,Laptop,No,Low,46.7,SOC000820,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09,PUR000820,Brand Website,5740,8,7540,Full Kits,6,Low,0.1,Credit Card,High,Yes
